CompetitionID;No;Competition;Season;Unique Competition;Date of Competition start;Date of Competition end;Place;Conutry;FAI RANK;Bilten status;Finished jump rounds;M-Bilten;F-Bilten;JM-Bilten;JF-Bilten;CheckMFJ;M;F;JM;JF;ALL;ALL Juniors;Style M;Style F;Sum of WALAR rating points of the competitors;WALAR organizers points;Competition ranking;Team AL 1 place male;Team AL 2 place male;Team AL 3 place male;Chief Judge
;;SWCS Austria;2025;2025 SWCS Austria;2025-08-22 00:00:00;2025-08-24 00:00:00;Thalgau;Austria;Cat.2;;8;174;34;12;4;OK;174;34;12;4;208;16;/;/;356;637952;SWCS
;36.;SWCS Italy;2025;2025 SWCS Italy;2025-08-08 00:00:00;2025-08-10 00:00:00;Belluno;Italy;Cat.2;;8;194;43;14;4;NE;193;43;14;4;236;18;/;/;#N/A;#N/A;SWCS
;;SWCS Czech R.;2025;2025 SWCS Czech R.;2025-07-11 00:00:00;2025-07-13 00:00:00;Klatovy;Czech Republic;Cat.2;Processed;5;185;42;13;7;OK;185;42;13;7;227;20;/;/;454;560690;WALAR A
;;EPC;2025;2025 EPC;2025-07-11 00:00:00;2025-07-13 00:00:00;Klatovy;Czech Republic;Cat.1;Processed;7;80;32;10;6;OK;80;32;10;6;112;16;31;14;292;261632;EPC;;;;Darko Svetina
;;SWCS Slovenia;2025;2025 SWCS Slovenia;2025-06-27 00:00:00;2025-06-29 00:00:00;Lesce-Bled;Slovenia;;;8;177;43;9;4;NE;0;0;0;0;0;0;/;/;0;0;SWCS
;32.;NC Croatia;2025;2025 NC Croatia;2025-06-07 00:00:00;2025-06-08 00:00:00;Sinj;Croatia;;;8;26;2;0;0;NE;0;0;0;0;0;0;/;/;0;0;Under
;;SWCS France;2025;2025 SWCS France;2025-05-30 00:00:00;2025-06-01 00:00:00;Chaors;France;;;8;118;27;13;2;NE;0;0;0;0;0;0;/;/;0;0;SWCS
;;Poreč IPC;2025;2025 Poreč IPC;2025-05-16 00:00:00;2025-05-18 00:00:00;Poreč;Croatia;Cat.2;Processed;6;58;3;3;0;OK;58;3;3;0;61;3;/;/;102;39168;WALAR A;;;;Mohd Al Hajri
;16.;Dolomiti Cup;2025;2025 Dolomiti Cup;2025-05-03 00:00:00;2025-05-04 00:00:00;Belluno;Italy;;;;;;;;OK;0;0;0;0;0;0;/;/;0;0;Under
;;Friendship Cup;2025;2025 Friendship Cup;2025-04-25 00:00:00;2025-04-26 00:00:00;Cumiana;Italy;;;;;;;;OK;0;0;0;0;0;0;/;/;0;0;Under
;8.;Dubai IPC;2024;2024 Dubai IPC;2024-11-29 00:00:00;2024-12-04 00:00:00;Dubai;UAE;Cat.2;Processed;8;81;6;3;0;OK;81;6;3;0;87;3;/;/;138;99360;WALAR A
;;EEAC Romania;2024;2024 EEAC Romania;2024-10-04 00:00:00;2024-10-06 00:00:00;Brasov;Romania;;Processed;3;36;3;1;;OK;36;3;1;0;39;1;/;/;60;7200;WALAR D;;;;Mihail-Aurelian Radulescu
;;EEAC Poland;2024;2024 EEAC Poland;2024-09-27 00:00:00;2024-09-29 00:00:00;Zamošć;Poland;;Processed;7;23;4;1;0;OK;23;4;1;0;27;1;/;/;42;8232;WALAR C;;;;Mariusz Puchala
;;SWCS Switzerland;2024;2024 SWCS Switzerland;2024-09-20 00:00:00;2024-09-22 00:00:00;Locarno;Switzerland;;Processed;8;141;23;14;0;OK;141;23;14;0;164;14;/;/;308;438592;SWCS
;;EEAC Hungary;2024;2024 EEAC Hungary;2024-09-13 00:00:00;2024-09-15 00:00:00;Szeged;Hungary;;Processed;7;41;1;4;1;OK;41;1;4;1;42;5;/;/;54;17766;WALAR A
;38. 12.J.;WPC;2024;2024 WPC;2024-08-31 00:00:00;2024-09-06 00:00:00;Prostějov;Czech Republic;Cat.1;Processed;10;134;46;16;4;OK;134;46;16;4;180;20;41;16;578;1156000;WPC;Qatar;Germany;France;Mariusz Puchala;;2.9130434782608696;2.875
;34.;Alkarski kup;2024;2024 Alkarski kup;2024-08-24 00:00:00;2024-08-25 00:00:00;Sinj;Croatia;;Processed;6;21;1;0;0;OK;21;1;0;0;22;0;/;/;28;3696;WALAR E
;;SWCS Austria;2024;2024 SWCS Austria;2024-08-23 00:00:00;2024-08-25 00:00:00;Thalgau;Austria;Cat.2;Processed;8;167;28;11;1;OK;167;28;11;1;195;12;/;/;323;534888;SWCS
;;SWCS Italy;2024;2024 SWCS Italy;2024-08-09 00:00:00;2024-08-11 00:00:00;Belluno;Italy;Cat.2;Processed;8;190;49;12;3;OK;190;49;12;3;239;15;/;/;417;847344;SWCS
;;SWCS Czech R.;2024;2024 SWCS Czech R.;2024-07-26 00:00:00;2024-07-28 00:00:00;Strakonice;Czech Republic;Cat.2;Processed;8;153;26;12;3;OK;153;26;12;3;179;15;/;/;297;460944;SWCS
;46.;CISM WPC;2024;2024 CISM WPC;2024-07-01 00:00:00;2024-07-11 00:00:00;Szolnok;Hungary;Cat.1 CISM;Provjeriti;8;137;40;7;1;OK;137;40;7;1;177;8;/;/;222;328560;CISM
;;EEAC BiH;2024;2024 EEAC BiH;2024-06-29 00:00:00;2024-06-30 00:00:00;Prijedor;BiH;Cat.2;Processed;10;55;3;2;0;OK;55;3;2;0;58;2;/;/;83;49800;WALAR A;;;;Sanimir Handnanagić
;;SWCS Slovenia;2024;2024 SWCS Slovenia;2024-06-21 00:00:00;2024-06-23 00:00:00;Lesce-Bled;Slovenia;;Processed;7;192;32;14;1;OK;192;32;14;1;224;15;/;/;375;627375;SWCS;;;;Stefan Stefanova
;;EEAC Bulgaria;2024;2024 EEAC Bulgaria;2024-06-16 00:00:00;2024-06-16 00:00:00;Montana;Bulgaria;;Processed;4;43;8;0;0;OK;43;8;0;0;51;0;/;/;76;15504;WALAR A
;31.;NC Croatia;2024;2024 NC Croatia;2024-07-06 00:00:00;2024-07-07 00:00:00;Poreč;Croatia;;Processed;7;23;2;0;0;OK;23;2;0;0;25;0;/;/;17;2975;NC;;;;Darko Svetina
;12.;Pet Zvijezda;2024;2024 Pet Zvijezda;2024-06-01 00:00:00;2024-06-02 00:00:00;Banja Luka;BiH;;Nenam bilten;;;;;;OK;0;0;0;0;0;0;/;/;0;0;Under
;;EEAC Moldova;2024;2024 EEAC Moldova;2024-05-24 00:00:00;2024-05-26 00:00:00;Vadul-lui-voda;Moldova;;Processed;8;15;3;0;0;OK;15;3;0;0;18;0;/;/;22;3168;WALAR E;;;;Vasili Capanji
;30.;Jadranski kup;2024;2024 Jadranski kup;2024-05-24 00:00:00;2024-05-26 00:00:00;Budva;Montenegro;;Processed;7;38;2;0;0;OK;38;2;0;0;40;0;/;/;34;9520;WALAR C
;;SWCS France;2024;2024 SWCS France;2024-05-31 00:00:00;2024-06-02 00:00:00;Chaors;France;;Processed;8;138;21;14;3;OK;138;21;14;3;159;17;/;/;285;401280;SWCS
;;BSP;2024;2024 BSP;2024-05-17 00:00:00;2024-05-19 00:00:00;Lisičji Jarak;Serbia;;Nenam bilten;;;;;;OK;0;0;0;0;0;0;/;/;0;0;Under
;4.;Poreč IPC;2024;2024 Poreč IPC;2024-05-10 00:00:00;2024-05-11 00:00:00;Poreč;Croatia;Cat.2;Processed;10;50;5;2;0;OK;50;5;2;0;55;2;/;/;74;42180;WALAR A;;;;Mohd Al Hajri
;15.;Dolomiti Cup;2024;2024 Dolomiti Cup;2024-04-27 00:00:00;2024-04-28 00:00:00;Belluno;Italy;;Processed;8;103;14;8;1;OK;103;14;8;1;117;9;/;/;202;203616;WALAR A;Qatar 1;Sportforderguppe;Scuola Nazionale Italy;Bruna De Paoli
;;Friendship Cup;2024;2024 Friendship Cup;2024-04-06 00:00:00;2024-04-07 00:00:00;Cumiana;Italy;;Nenam bilten;;;;;;OK;0;0;0;0;0;0;/;/;0;0;Under
;;Ameri Cup;2024;2024 Ameri Cup;2024-03-02 00:00:00;2024-03-03 00:00:00;;USA;;Nenam bilten;;;;;;OK;0;0;0;0;0;0;/;/;0;0;Under
;3.;Abu Dhabi Open Parachute Championship;2024;2024 Abu Dhabi Open Parachute Championship;2024-02-23 00:00:00;2024-02-27 00:00:00;Abu Dhabi;UAE;;Nenam bilten;8;;;;;OK;0;0;0;0;0;0;/;/;0;0;Under
;7.;Dubai IPC;2023;2023 Dubai IPC;2023-11-19 00:00:00;2023-11-27 00:00:00;Dubai;UAE;Cat.2;Processed;10;;;;;NE;91;16;7;1;107;8;/;/;165;189750;WALAR A;;;;;0
202321;;SWCS UAE;2023;2023 SWCS UAE;2023-11-16 00:00:00;2023-11-19 00:00:00;Dubai;UAE;Cat.2;Processed;8;109;31;8;2;OK;109;31;8;2;140;10;/;/;284;340800;SWCS
;;NC Italy;2023;2023 NC Italy;2023-10-21 00:00:00;2023-10-22 00:00:00;Molinella;Italy;;Processed;8;;;;;NE;27;5;0;0;32;0;/;/;38;9728;NC
;29.;Jadranski kup;2023;2023 Jadranski kup;2023-10-06 00:00:00;2023-10-08 00:00:00;Budva;Montenegro;;Processed;10;;;;;NE;31;0;0;0;31;0;/;/;20;6200;WALAR D;;;;Radoslav Korać;;2023-04-01 00:00:00;2023-04-02 00:00:00;Et le 27ème challenge des mousquetaires aussi les 01 02 avril à Paraclub de Péronne
202312;10.;EPC;2023;2023 EPC;2023-10-01 00:00:00;2023-10-08 00:00:00;Ravenna;Italy;Cat.1;Processed;10;;;;;NE;68;31;8;3;99;11;24;9;257;282700;EPC;;;;Ulf Tingnert
;15.;World Cup;2023;2023 World Cup;2023-10-01 00:00:00;2023-10-08 00:00:00;Ravenna;Italy;Cat.1;Processed;10;;;13;5;NE;84;38;13;5;122;18;29;16;401;561400;Wcup;;;;Ulf Tingnert
202320;;SWCS Switzerland;2023;2023 SWCS Switzerland;2023-09-22 00:00:00;2023-09-24 00:00:00;Locarno;Switzerland;;Processed;3;169;33;16;3;OK;169;33;16;3;202;19;/;/;383;253929;SWCS
;6.;PK Nikšića;2023;2023 PK Nikšića;2023-09-14 00:00:00;2023-09-17 00:00:00;Nikšić;Montenegro;;Processed;6;;;;;NE;14;0;0;0;14;0;/;/;8;672;WALAR F;;;;Radoslav Korać
;42.;National PC AL Portugal;2023;2023 National PC AL Portugal;2023-09-07 00:00:00;2023-09-10 00:00:00;Evora;Portugal;;Bilten missing;;;;;;OK;0;0;0;0;0;0;/;/;0;0;NC
;;EEAC Romania;2023;2023 EEAC Romania;2023-09-02 00:00:00;2023-09-03 00:00:00;Zarnesti;Romania;;Processed;7;;;;;NE;31;5;0;0;36;0;/;/;41;10332;WALAR B
202316;33.;Alkarski kup;2023;2023 Alkarski kup;2023-09-02 00:00:00;2023-09-03 00:00:00;Sinj;Croatia;;Processed;6;;;1;0;NE;33;3;1;0;36;1;/;/;36;7992;WALAR C;;;;;;;;куп Фених друга половина септ-окт у Београду, то још са Миланчетом треба да договорим
202315;;SWCS Austria;2023;2023 SWCS Austria;2023-08-25 00:00:00;2023-08-27 00:00:00;Thalgau;Austria;Cat.2;Processed;4;183;32;13;4;NE;183;32;12;4;215;16;/;/;411;379764;SWCS
202314;;SWCS Italy;2023;2023 SWCS Italy;2023-08-11 00:00:00;2023-08-13 00:00:00;Belluno;Italy;Cat.2;Processed;8;198;38;12;4;NE;198;38;11;4;236;15;/;/;432;867456;SWCS
;69.;NC Serbia;2023;2023 NC Serbia;2023-08-03 00:00:00;2023-08-06 00:00:00;Niš;Serbia;;Processed;6;;;;;NE;37;2;2;0;39;2;/;/;36;8856;NC
;;Para-Challenge Kup;2023;2023 Para-Challenge Kup;2023-07-29 00:00:00;2023-07-30 00:00:00;Bihać;BiH;;Processed;5;;;;;NE;11;0;0;0;11;0;/;/;8;440;Under;;;;Marin Momir
202313;;SWCS Czech R.;2023;2023 SWCS Czech R.;2023-07-21 00:00:00;2023-07-23 00:00:00;Klatovy;Czech Republic;;Processed;5;138;30;7;2;NE;138;30;5;2;168;7;/;/;286;250250;SWCS
202311;27.;EEAC BiH;2023;2023 EEAC BiH;2023-07-14 00:00:00;2023-07-16 00:00:00;Prijedor;BiH;Cat.2;Processed;8;;;1;0;NE;56;5;1;0;61;1;/;/;70;34720;WALAR A
;;EEAC Bulgaria;2023;2023 EEAC Bulgaria;2023-07-07 00:00:00;2023-07-09 00:00:00;Montana;Bulgaria;Cat.2;Processed;4;;;;;NE;33;4;0;0;37;0;/;/;37;5476;WALAR D;;;;Stefan Stefanova
202310;;SWCS Slovenia;2023;2023 SWCS Slovenia;2023-06-23 00:00:00;2023-06-25 00:00:00;Lesce-Bled;Slovenia;;Processed;5;190;35;13;2;OK;190;35;13;2;225;15;/;/;445;534000;SWCS;;;;;;;;Championnat Occitanie à Bouloc 17-18 juin
;;Blokhus Open;2023;2023 Blokhus Open;2023-06-17 00:00:00;2023-06-18 00:00:00;Blokhus;Denmark;;Processed;8;;;;;NE;27;1;0;0;28;0;/;/;41;9184;WALAR C
202309;;OPPG Osijeka;2023;2023 OPPG Osijeka;2023-06-17 00:00:00;2023-06-18 00:00:00;Osijek;Croatia;;Processed;8;;;1;0;NE;25;1;1;0;26;1;/;/;32;6912;WALAR D;;;;;;2023-06-17 00:00:00;2023-06-18 00:00:00;Prvenstvo Occitanije u Boulocu 17-18. lipnja
202308;;SWCS Croatia;2023;2023 SWCS Croatia;2023-06-02 00:00:00;2023-06-04 00:00:00;Rijeka;Croatia;;Processed;4;122;16;11;3;NE;122;16;12;3;138;15;/;/;278;170136;SWCS
;56.;NC Austria;2023;2023 NC Austria;2023-05-27 00:00:00;2023-05-28 00:00:00;Guessing;Austria;Cat.2;Processed;9;;;;;NE;52;4;2;1;56;3;/;/;70;37170;NC;;;;Sabine Kuchner
202306;11.;Pet Zvijezda;2023;2023 Pet Zvijezda;2023-05-27 00:00:00;2023-05-28 00:00:00;Banja Luka;BiH;;Processed;5;;;;;NE;29;3;0;0;32;0;/;/;39;6240;WALAR D
202303;3.;Poreč IPC;2023;2023 Poreč IPC;2023-05-20 00:00:00;2023-05-21 00:00:00;Poreč;Croatia;;Processed;4;56;2;2;0;OK;56;2;2;0;58;2;/;/;83;19920;WALAR A;;;;Kristina Radecki;;2023-05-13 00:00:00;2023-05-14 00:00:00;Kup Okcitana u Cahorsu 13-14. svibnja
202318;30.;NC Croatia;2023;2023 NC Croatia;2023-05-20 00:00:00;2023-05-21 00:00:00;Poreč;Croatia;;Processed;4;23;2;1;0;OK;23;2;1;0;25;1;/;/;35;3640;NC;;;;Kristina Radecki
;;BSP;2023;2023 BSP;2023-05-19 00:00:00;2023-05-21 00:00:00;Lisičji Jarak;Serbia;;Processed;5;;;;;NE;30;2;0;0;32;0;/;/;29;4640;WALAR D
;;Deutschland Cup Ziel May;2023;2023 Deutschland Cup Ziel May;2023-05-13 00:00:00;2023-05-14 00:00:00;Thannhausen;Germany;;Processed;4;;;4;2;NE;39;9;4;2;48;6;/;/;70;15120;WALAR A
202302;14.;Dolomiti Cup;2023;2023 Dolomiti Cup;2023-05-06 00:00:00;2023-05-07 00:00:00;Belluno;Italy;Cat.2;Processed;8;82;7;5;0;OK;82;7;5;0;89;5;/;/;137;103024;WALAR A;;;;;;;;Championnat inter-ligues à Agen 22-23 avril
;;Deutschland Cup Ziel April;2023;2023 Deutschland Cup Ziel April;2023-04-22 00:00:00;2023-04-23 00:00:00;Varrelbusch;Germany;;Processed;7;;;;;NE;24;1;1;0;25;1;/;/;24;4368;WALAR D;;;;Angelika Fröhlich
;1.;Friendship Cup;2023;2023 Friendship Cup;2023-04-15 00:00:00;2023-04-16 00:00:00;;Switzerland;;Processed;8;;;;;NE;20;6;0;0;26;0;/;/;45;9360;WALAR C
202301;;Ameri Cup #1;2023;2023 Ameri Cup #1;March? 2023;2023-03-03 00:00:00;;USA;;Processed;6;;;;;NE;29;1;2;0;30;2;/;/;51;9792;WALAR C;;;;;;2023-04-22 00:00:00;2023-04-23 00:00:00;Međuligaško prvenstvo u Agenu 22-23. travnja
202178;;Ameri Cup #2;2022;2022 Ameri Cup #2;;2022-11-19 00:00:00;Jump Florida;USA;;Processed;8;;;;;NE;23;3;1;0;26;1;/;/;38;8208;WALAR C;;;;Ehab Mahmoud
202179;;NC Montenegro;2022;2022 NC Montenegro;2022-11-12 00:00:00;2022-11-13 00:00:00;Podgorica;Montenegro;;Processed;10;;;0;0;NE;21;0;0;0;21;0;/;/;20;4200;NC;;;;Esko Šainović;0
;;NC Romania;2022;2022 NC Romania;;2022-10-20 00:00:00;Targu Mures;Romania;;;10;;;18;11;NE;68;25;2;1;93;3;/;/;72;69120;NC
202180;;EEAC Poland;2022;2022 EEAC Poland;;2022-10-02 00:00:00;Krakow;Poland;;Canceled;0;;;;;OK;0;0;0;0;0;0;/;/;0;0;Canceled;;;;;0
202181;;WCS Switzerland;2022;2022 WCS Switzerland;2022-09-23 00:00:00;2022-09-25 00:00:00;Locarno;Switzerland;;Processed;6;;;15;2;NE;154;30;16;3;184;19;/;/;395;481110;SWCS;;;;Silvia Beguelin;114
;;NC France;2022;2022 NC France;;2022-09-18 00:00:00;Bouloc;France;;;8;;;;;NE;37;10;1;1;47;2;;;70;27440;NC
202182;;EEAC Hungary;2022;2022 EEAC Hungary;;2022-09-18 00:00:00;Szeged;Hungary;;Bilten missing;;;;;;OK;0;0;0;0;0;0;/;/;0;0;Bad weather;;;;Gyula Varnagy;0
;;NC Great Britain;2022;2022 NC Great Britain;;2022-09-11 00:00:00;Bridlington;GB;;;6;;;;;NE;13;0;0;0;13;0;;;17;1326;NC
202183;;EEAC Romania;2022;2022 EEAC Romania;;2022-09-11 00:00:00;Brasov;Romania;;Bilten missing;4;;;;;NE;33;6;0;0;39;0;/;/;43;6708;WALAR D;;;;;0
202184;2.;Poreč IPC;2022;2022 Poreč IPC;2022-09-10 00:00:00;2022-09-11 00:00:00;Poreč;Croatia;;Processed;8;16;0;2;0;NE;16;0;1;0;16;1;/;/;35;4760;WALAR D;;;;;8
202185;43.;Ptuj Cup;2022;2022 Ptuj Cup;;2022-09-04 00:00:00;Ptuj;Slovenia;;Photo only, Processed;7;;;4;0;NE;29;1;1;0;30;1;/;/;32;6944;WALAR D;;;;Zlatko Čuš;7
202186;;WCS Austria;2022;2022 WCS Austria;2022-08-26 00:00:00;2022-08-28 00:00:00;Thalgau;Austria;;Processed;6;;;14;5;NE;167;27;13;5;194;18;/;/;355;451560;SWCS;;;;Günter Berendt;108
202187;68.;NC Serbia;2022;2022 NC Serbia;2002-08-20 00:00:00;2022-08-21 00:00:00;Paraćin;Serbia;;Photo only, Processed;5;;;1;1;NE;29;2;2;0;31;2;/;/;33;5445;NC;;;;Vlado Jovčevski;10
202188;;WCS Italy;2022;2022 WCS Italy;2022-08-12 00:00:00;2022-08-14 00:00:00;Belluno;Italy;;Processed;8;;;11;3;NE;163;40;11;3;203;14;/;/;347;602392;SWCS;;;;Günter Berendt;112
202189;32.;Alkarski kup;2022;2022 Alkarski kup;2022-07-30 00:00:00;2022-07-31 00:00:00;Sinj;Croatia;;Photo only, Processed;3;;;0;0;NE;31;1;0;0;32;0;/;/;25;2400;WALAR E;;;;Zvonko Kovačević;0
202190;37. 11.J.;WPC;2022;2022 WPC;2022-07-18 00:00:00;2022-07-23 00:00:00;Strakonice;Czech Republic;Cat.1;Processed;10;;;12;9;NE;131;48;9;4;179;13;31;12;573;1100160;WPC;Czech Rep.;Switzerland;France;Darko Svetina;130
202191;;WCS Slovenia;2022;2022 WCS Slovenia;2022-07-08 00:00:00;2022-07-10 00:00:00;Lesce-Bled;Slovenia;;Processed;8;;;14;5;NE;153;33;12;4;186;16;/;/;286;462176;SWCS;;;;Darko Svetina;128
202192;;EEAC BiH;2022;2022 EEAC BiH;2002-07-01 00:00:00;2022-07-03 00:00:00;Prijedor;BiH;Cat.2;Photo only, Processed;7;;;2;0;NE;59;6;3;0;65;3;/;/;59;28084;WALAR A;;;;Nenad Stojiljković;21
202193;29.;NC Croatia;2022;2022 NC Croatia;2022-06-25 00:00:00;2022-06-26 00:00:00;Sinj;Croatia;;Photo only, Processed;8;;;1;0;NE;22;2;1;0;24;1;/;/;18;3600;NC;;;;Darko Elezović;8
202194;45.;CISM WPC;2022;2022 CISM WPC;2022-06-20 00:00:00;2022-06-30 00:00:00;Gussing;Austria;Cat.1 CISM;Processed;8;;;13;3;NE;136;41;11;3;177;14;74;24;215;328520;CISM;;;;Oliver Vent;112
202195;;OPPG Osijeka;2022;2022 OPPG Osijeka;2022-06-18 00:00:00;2022-06-19 00:00:00;Osijek;Croatia;;Photo only, Processed;8;;;1;0;NE;21;3;1;0;24;1;/;/;17;3400;WALAR E;;;;Dajana Bešlić;8
202196;;WCS Croatia;2022;2022 WCS Croatia;2022-06-10 00:00:00;2022-06-12 00:00:00;Grobnik;Croatia;;Was not held;0;;;;;OK;0;0;0;0;170;;/;/;0;0;Bad weather;;;;Günter Berendt;0
202197;;EEAC Bulgaria;2022;2022 EEAC Bulgaria;;2022-06-05 00:00:00;Montana;Bulgaria;;Processed;7;;;;;NE;29;11;1;0;40;1;/;/;40;11480;WALAR B;;;;Stefan Stefanov;7
202198;13.;Dolomiti Cup;2022;2022 Dolomiti Cup;2022-05-28 00:00:00;2022-05-29 00:00:00;Belluno;Italy;;Processed;7;79;12;3;1;OK;79;12;3;1;91;4;/;/;131;87115;WALAR A;;;;Bruna de Paoli;28
202199;10.;Pet Zvijezda;2022;2022 Pet Zvijezda;2022-05-28 00:00:00;2022-05-29 00:00:00;Banja Luka;BiH;;Photo only, Processed;5;;;2;0;NE;31;3;1;0;34;1;/;/;26;4550;WALAR D;;;;Kristina Radecki ;5
202200;;EEAC Moldova;2022;2022 EEAC Moldova;;2022-05-29 00:00:00;Vadul-lui-Voda;Moldova;;Canceled;0;;;;;OK;0;0;0;0;0;0;/;/;0;0;Canceled;;;;;0
202201;4.;Cumulus Cup;2022;2022 Cumulus Cup;2022-05-21 00:00:00;2022-05-22 00:00:00;Poreč;Croatia;;Processed;8;35;4;3;0;NE;35;4;2;0;39;2;/;/;47;15416;WALAR A;;;;Kristina Radecki;16
;1.;Ameri Cup #1;2022;2022 Ameri Cup #1;2022-03-04 00:00:00;2022-03-06 00:00:00;Jump Florida;USA;;Processed;6;;;;;NE;24;3;0;0;27;0;/;/;24;3888;WALAR E
;6.;Dubai IPC;2021;2021 Dubai IPC;2021-12-07 00:00:00;2021-12-18 00:00:00;Dubai;UAE;Cat.2;Processed;10;113;23;4;3;NE;117;26;6;2;143;8;/;/;199;300490;WALAR A
;44.;CISM WPC;2021;2021 CISM WPC;2021-11-15 00:00:00;2021-11-30 00:00:00;Doha;Qatar;Cat.1 CISM;Processed;8;;;16;7;NE;151;50;5;4;201;9;73;28;268;450240;CISM
;;WCS Switzerland;2021;2021 WCS Switzerland;2021-09-24 00:00:00;2021-09-26 00:00:00;Locarno;Switzerland;;;;;;;;NE;152;33;15;0;185;15;/;/;#DIV/0!;#DIV/0!;SWCS
;10.;ODPP Crne Gore;2021;2021 ODPP Crne Gore;2021-09-17 00:00:00;2021-09-19 00:00:00;Nikšić;Montenegro;;fali bilten;;;;;;OK;0;0;0;0;0;0;;;0;0;CISM
;;EEAC Hungary;2021;2021 EEAC Hungary;2021-09-17 00:00:00;2021-09-19 00:00:00;Szeged;Hungary;;Processed;4;;;;;NE;34;9;0;0;43;0;/;/;#N/A;#N/A;#N/A
;28.;NC Croatia;2021;2021 NC Croatia;2021-09-11 00:00:00;2021-09-12 00:00:00;Lučko;Croatia;;Imam, obrađen;10;;;1;0;NE;19;3;1;0;22;1;/;/;18;4140;NC
;67.;NC Serbia;2021;2021 NC Serbia;2021-09-04 00:00:00;2021-09-06 00:00:00;Zrenjanin;Serbia;;;;;;;;OK;0;0;0;0;;;;;0;0;NC
;;OPPG Osijeka;2021;2021 OPPG Osijeka;2021-09-04 00:00:00;2021-09-05 00:00:00;Osijek;Croatia;;Imam, obrađen;8;;;2;0;NE;29;5;1;0;34;1;/;/;26;7280;WALAR D;;;;Nada Đidara
;;WCS Italy;2021;2021 WCS Italy;2021-07-30 00:00:00;2021-08-01 00:00:00;Belluno;Italy;;Imam;7;;;17;2;NE;181;28;13;2;209;15;/;/;289;453152;SWCS
;36. 10.J.;WPC;2021;2021 WPC;2021-08-09 00:00:00;2021-08-21 00:00:00;Kemerovo;Russia;Cat.1;;5;;;16;8;NE;58;27;0;0;85;0;24;14;283;120275;WPC;Czech Rep.;France;Belarus
